Title,Director,Genre,Cast,combined
coffee & kareem,michael dowse,comedy action crime,ed helms terrence little gardenhigh taraji p. henson,coffee & kareem michael dowse comedy action crime ed helms terrence little gardenhigh taraji p. henson
trolls world tour,walt dohrn,family animation comedy fantasy adventure music,anna kendrick justin timberlake ron funches,trolls world tour walt dohrn family animation comedy fantasy adventure music anna kendrick justin timberlake ron funches
love wedding repeat,dean craig,comedy romance,sam claflin olivia munn eleanor tomlinson,love wedding repeat dean craig comedy romance sam claflin olivia munn eleanor tomlinson
the main event,jay karas,family comedy,seth carr tichina arnold adam pally,the main event jay karas family comedy seth carr tichina arnold adam pally
we summon the darkness,ronaldo nacionales,horror thriller,alexandra daddario maddie hasson amy forsyth,we summon the darkness ronaldo nacionales horror thriller alexandra daddario maddie hasson amy forsyth
the lost husband,vicky wight,romance,leslie bibb josh duhamel nora dunn,the lost husband vicky wight romance leslie bibb josh duhamel nora dunn
corona zombies,charles band,horror comedy,cody renee cameron robin sydney russell coker,corona zombies charles band horror comedy cody renee cameron robin sydney russell coker
sergio,greg barker,drama,wagner moura ana de armas garret dillahunt,sergio greg barker drama wagner moura ana de armas garret dillahunt
the willoughbys,kris pearn,animation comedy family,will forte maya rudolph alessia cara,the willoughbys kris pearn animation comedy family will forte maya rudolph alessia cara
extraction,jon mallard,drama action thriller,chris hemsworth rudhraksh jaiswal randeep hooda,extraction jon mallard drama action thriller chris hemsworth rudhraksh jaiswal randeep hooda
braking for whales,sean mcewen,drama comedy,tammin sursok tom felton wendi mclendon-covey,braking for whales sean mcewen drama comedy tammin sursok tom felton wendi mclendon-covey
bad education,peter thorell,drama crime history tv movie,hugh jackman allison janney geraldine viswanathan,bad education peter thorell drama crime history tv movie hugh jackman allison janney geraldine viswanathan
dangerous lies,michael scott,thriller,camila mendes jessie t. usher jamie chung,dangerous lies michael scott thriller camila mendes jessie t. usher jamie chung
all day and a night,joe robert cole,drama,ashton sanders jeffrey wright isaiah john,all day and a night joe robert cole drama ashton sanders jeffrey wright isaiah john
the wretched,drew t. pierce,horror mystery thriller,john-paul howard piper curda jamison jones,the wretched drew t. pierce horror mystery thriller john-paul howard piper curda jamison jones
the half of it,alice wu,comedy romance,leah lewis daniel diemer alexxis lemire,the half of it alice wu comedy romance leah lewis daniel diemer alexxis lemire
arkansas,clark duke,crime thriller,liam hemsworth clark duke vince vaughn,arkansas clark duke crime thriller liam hemsworth clark duke vince vaughn
valley girl,martha coolidge,comedy romance,nicolas cage deborah foreman elizabeth daily,valley girl martha coolidge comedy romance nicolas cage deborah foreman elizabeth daily
capone,josh trank,crime drama,tom hardy linda cardellini matt dillon,capone josh trank crime drama tom hardy linda cardellini matt dillon
the wrong missy,tyler spindel,comedy romance,david spade lauren lapkus candace smith,the wrong missy tyler spindel comedy romance david spade lauren lapkus candace smith
scoob!,tony cervone,animation family comedy adventure,will forte mark wahlberg jason isaacs,scoob! tony cervone animation family comedy adventure will forte mark wahlberg jason isaacs
blood and money,john barr,thriller crime,tom berenger kristen hager paul ben-victor,blood and money john barr thriller crime tom berenger kristen hager paul ben-victor
body cam,malik vitthal,horror thriller mystery,mary j. blige nat wolff david zayas,body cam malik vitthal horror thriller mystery mary j. blige nat wolff david zayas
the lovebirds,michael showalter,comedy action romance,issa rae kumail nanjiani paul sparks,the lovebirds michael showalter comedy action romance issa rae kumail nanjiani paul sparks
inheritance,vaughn stein,thriller,lily collins simon pegg connie nielsen,inheritance vaughn stein thriller lily collins simon pegg connie nielsen
survive the night,matt eskandari,action thriller,chad michael murray bruce willis lydia hull,survive the night matt eskandari action thriller chad michael murray bruce willis lydia hull
the wanting mare,nicholas ashe bateman,drama fantasy romance science fiction,jordan monaghan josh clark yasamin keshtkar,the wanting mare nicholas ashe bateman drama fantasy romance science fiction jordan monaghan josh clark yasamin keshtkar
the high note,nisha ganatra,romance comedy music drama,dakota johnson tracee ellis ross kelvin harrison jr.,the high note nisha ganatra romance comedy music drama dakota johnson tracee ellis ross kelvin harrison jr.
shirley,josephine decker,drama thriller,elisabeth moss odessa young michael stuhlbarg,shirley josephine decker drama thriller elisabeth moss odessa young michael stuhlbarg
the last days of american crime,olivier megaton,action crime thriller,edgar ramírez michael pitt anna brewster,the last days of american crime olivier megaton action crime thriller edgar ramírez michael pitt anna brewster
becky,cary murnion,thriller crime horror,lulu wilson kevin james joel mchale,becky cary murnion thriller crime horror lulu wilson kevin james joel mchale
think like a dog,gil junger,family comedy drama,gabriel bateman todd stashwick josh duhamel,think like a dog gil junger family comedy drama gabriel bateman todd stashwick josh duhamel
da 5 bloods,spike lee,war drama,delroy lindo jonathan majors clarke peters,da 5 bloods spike lee war drama delroy lindo jonathan majors clarke peters
artemis fowl,kenneth branagh,adventure fantasy science fiction family action,ferdia shaw colin farrell lara mcdonnell,artemis fowl kenneth branagh adventure fantasy science fiction family action ferdia shaw colin farrell lara mcdonnell
the king of staten island,judd apatow,comedy drama,pete davidson marisa tomei bill burr,the king of staten island judd apatow comedy drama pete davidson marisa tomei bill burr
sniper: assassin's end,kaare andrews,action,chad michael collins sayaka akimoto tom berenger,sniper: assassin's end kaare andrews action chad michael collins sayaka akimoto tom berenger
you should have left,david koepp,horror,kevin bacon amanda seyfried avery essex,you should have left david koepp horror kevin bacon amanda seyfried avery essex
wasp network,olivier assayas,drama history thriller,penélope cruz edgar ramírez gael garcía bernal,wasp network olivier assayas drama history thriller penélope cruz edgar ramírez gael garcía bernal
feel the beat,elissa down,comedy music drama,sofia carson wolfgang novogratz donna lynne champlin,feel the beat elissa down comedy music drama sofia carson wolfgang novogratz donna lynne champlin
7500,patrick vollrath,action drama thriller,joseph gordon-levitt omid memar aylin tezel,7500 patrick vollrath action drama thriller joseph gordon-levitt omid memar aylin tezel
athlete a,jon shenk,documentary,maggie nichols jamie dantzscher mark alesia,athlete a jon shenk documentary maggie nichols jamie dantzscher mark alesia
eurovision song contest: the story of fire saga,david dobkin,comedy music,rachel mcadams will ferrell pierce brosnan,eurovision song contest: the story of fire saga david dobkin comedy music rachel mcadams will ferrell pierce brosnan
irresistible,jon stewart,comedy drama,steve carell rose byrne chris cooper,irresistible jon stewart comedy drama steve carell rose byrne chris cooper
my spy,peter segal,family action comedy,dave bautista chloe coleman parisa fitz-henley,my spy peter segal family action comedy dave bautista chloe coleman parisa fitz-henley
we bare bears: the movie,daniel chong,family animation adventure comedy tv movie,eric edelstein bobby moynihan demetri martin,we bare bears: the movie daniel chong family animation adventure comedy tv movie eric edelstein bobby moynihan demetri martin
hamilton,thomas kail,history drama,lin-manuel miranda leslie odom jr. renée elise goldsberry,hamilton thomas kail history drama lin-manuel miranda leslie odom jr. renée elise goldsberry
relic,natalie erika james,horror drama mystery thriller,emily mortimer bella heathcote robyn nevin,relic natalie erika james horror drama mystery thriller emily mortimer bella heathcote robyn nevin
desperados,lp,comedy romance,nasim pedrad anna camp lamorne morris,desperados lp comedy romance nasim pedrad anna camp lamorne morris
the old guard,jeff habberstad,action fantasy,charlize theron kiki layne matthias schoenaerts,the old guard jeff habberstad action fantasy charlize theron kiki layne matthias schoenaerts
greyhound,kim h. winther,war action drama,tom hanks stephen graham rob morgan,greyhound kim h. winther war action drama tom hanks stephen graham rob morgan
palm springs,laura jean bransky,comedy romance,andy samberg cristin milioti j.k. simmons,palm springs laura jean bransky comedy romance andy samberg cristin milioti j.k. simmons
fatal affair,peter sullivan,thriller,nia long stephen bishop omar epps,fatal affair peter sullivan thriller nia long stephen bishop omar epps
the silencing,robin pront,action thriller,nikolaj coster-waldau annabelle wallis zahn mcclarnon,the silencing robin pront action thriller nikolaj coster-waldau annabelle wallis zahn mcclarnon
a nice girl like you,chris riedell,comedy romance,lucy hale leonidas gulaptis mindy cohn,a nice girl like you chris riedell comedy romance lucy hale leonidas gulaptis mindy cohn
ghosts of war,eric bress,horror thriller war fantasy,brenton thwaites theo rossi skylar astin,ghosts of war eric bress horror thriller war fantasy brenton thwaites theo rossi skylar astin
animal crackers,tony bancroft,comedy animation adventure,emily blunt john krasinski lydia rose taylor,animal crackers tony bancroft comedy animation adventure emily blunt john krasinski lydia rose taylor
the kissing booth 2,vince marcello,comedy romance,joey king jacob elordi joel courtney,the kissing booth 2 vince marcello comedy romance joey king jacob elordi joel courtney
